date,cargo_tons,lag_1,lag_7,lag_14,lag_28,roll_mean_7,roll_std_7,roll_mean_30,pct_change_1,dayofweek,month,is_weekend
2025-10-15,160.58,149.04,186.68,178.7,138.15,129.6342857142857,32.95111321191991,113.58133333333333,0.07742887815351596,2,10,0
2025-10-16,144.41,160.58,165.02,157.38,106.68,126.69000000000001,30.055910123190973,113.19666666666667,-0.1006974716652137,3,10,0
2025-10-17,85.15,144.41,107.39,105.62,54.78,123.51285714285713,33.4229670108673,111.43,-0.4103593933938092,4,10,0
2025-10-18,57.92,85.15,94.82,86.37,38.68,118.24142857142859,40.798683568865066,109.80466666666668,-0.31978860833822664,5,10,1
2025-10-19,55.48,57.92,85.21,97.03,44.03,113.99428571428571,46.02327232214257,109.828,-0.04212707182320452,6,10,1
2025-10-20,89.63,55.48,145.38,152.78,71.53,106.03,44.484821381380556,111.52633333333333,0.6155371304974766,0,10,0
2025-10-21,126.37,89.63,149.04,189.84,118.86,102.79142857142857,41.56086517730007,114.271,0.4099073970768716,1,10,0
2025-10-22,124.75,126.37,160.58,186.68,145.66,97.67285714285715,34.9358806550351,116.04500000000002,-0.012819498298646814,2,10,0
2025-10-23,111.96,124.75,144.41,165.02,95.31,93.03714285714285,29.417759780040846,115.81500000000001,-0.10252505010020041,3,10,0
2025-10-24,65.93,111.96,85.15,107.39,56.13,90.29142857142858,31.124066480550262,113.15733333333333,-0.4111289746337977,4,10,0
2025-10-25,52.11,65.93,57.92,94.82,41.41,89.46142857142857,32.19040976676717,111.71733333333333,-0.20961625966934638,5,10,1
2025-10-26,74.88,52.11,55.48,85.21,51.29,92.23285714285716,29.499858030328248,112.34233333333333,0.43696027633851453,6,10,1
2025-10-27,107.2,74.88,89.63,145.38,94.32,94.74285714285713,29.984967185955956,114.53533333333333,0.43162393162393164,0,10,0
2025-10-28,155.16,107.2,126.37,149.04,132.82,98.85571428571428,36.345874069896304,117.99766666666666,0.44738805970149254,1,10,0
2025-10-29,150.96,155.16,124.75,160.58,178.7,102.6,40.5634075656044,119.88566666666667,-0.02706883217324041,2,10,0
2025-10-30,140.37,150.96,111.96,144.41,157.38,106.65857142857143,43.003874797732436,120.13733333333333,-0.07015103338632755,3,10,0
2025-10-31,99.2,140.37,65.93,85.15,105.62,111.41142857142857,39.44338914975547,117.48733333333334,-0.2932962883807081,4,10,0
2025-11-01,77.13,99.2,52.11,57.92,86.37,114.98571428571428,33.921020944316545,114.81233333333333,-0.22247983870967747,5,11,1
2025-11-02,87.69,77.13,74.88,55.48,97.03,116.81571428571428,31.667436932987837,114.21466666666667,0.1369117075068067,6,11,1
2025-11-03,132.19,87.69,107.2,89.63,152.78,120.38571428571429,31.81103522214834,115.74199999999999,0.507469494811267,0,11,0
2025-11-04,184.33,132.19,155.16,126.37,189.84,124.55285714285715,38.36169300847124,118.652,0.3944322566003482,1,11,0
2025-11-05,202.18,184.33,150.96,124.75,186.68,131.87,47.9297558933905,120.29866666666666,0.09683719416264314,2,11,0
2025-11-06,158.79,202.18,140.37,111.96,165.02,134.50142857142856,48.96858599434657,119.26366666666668,-0.21461074290236426,3,11,0
2025-11-07,137.45,158.79,99.2,65.93,107.39,139.96571428571428,46.44177137633135,117.62266666666666,-0.134391334466906,4,11,0
2025-11-08,94.41,137.45,77.13,52.11,94.82,142.43428571428572,42.86678584372089,115.269,-0.31313204801746086,5,11,1
2025-11-09,111.08,94.41,87.69,74.88,85.21,145.7757142857143,38.58619436065309,115.39200000000001,0.1765702785721852,6,11,1
2025-11-10,141.27,111.08,132.19,107.2,145.38,147.07285714285715,38.20409695058274,116.94033333333333,0.2717861001080304,0,11,0
2025-11-11,181.75,141.27,184.33,155.16,149.04,146.7042857142857,37.79501018968107,120.15833333333333,0.2865434982657322,1,11,0
2025-11-12,204.23,181.75,202.18,150.96,160.58,146.99714285714285,38.30106469985994,122.12000000000002,0.12368638239339758,2,11,0
2025-11-13,144.64,204.23,158.79,140.37,144.41,144.9757142857143,37.94669676319792,121.97333333333334,-0.29177887675659797,3,11,0
2025-11-14,101.72,144.64,137.45,99.2,85.15,139.87142857142857,41.37582846242938,120.01133333333333,-0.2967367256637168,4,11,0
2025-11-15,65.72,101.72,94.41,77.13,57.92,135.77285714285713,47.58476636988135,117.38833333333334,-0.35391270153362175,5,11,1
2025-11-16,69.78,65.72,111.08,87.69,55.48,129.87285714285713,53.36589101485634,116.87599999999999,0.061777236762020626,6,11,1
2025-11-17,126.51,69.78,141.27,132.19,89.63,127.76428571428572,53.131599780527,119.16233333333334,0.8129836629406708,0,11,0
2025-11-18,168.91,126.51,181.75,184.33,126.37,125.92999999999999,51.14157082713306,122.94333333333333,0.33515137143308826,1,11,0
2025-11-19,178.06,168.91,204.23,202.18,124.75,122.19142857142856,45.05842519387892,125.891,0.0541708602214197,2,11,0
2025-11-20,100.44,178.06,144.64,158.79,111.96,115.87714285714286,44.48157847704513,125.02666666666666,-0.4359204762439627,3,11,0
2025-11-21,79.81,100.44,101.72,137.45,65.93,112.74714285714286,46.374383630867364,123.52866666666665,-0.20539625647152526,4,11,0
2025-11-22,33.28,79.81,65.72,94.41,52.11,108.11285714285715,53.00414943325531,120.90599999999999,-0.5830096479137953,5,11,1
2025-11-23,68.01,33.28,69.78,111.08,74.88,107.86,53.22127206296371,120.97533333333332,1.0435697115384617,6,11,1
2025-11-24,104.21,68.01,126.51,141.27,107.2,104.67428571428572,52.58244537775666,122.71199999999999,0.532274665490369,0,11,0
2025-11-25,138.23,104.21,168.91,181.75,155.16,100.29142857142857,47.35464476640473,124.82366666666667,0.32645619422320316,1,11,0
2025-11-26,147.39,138.23,178.06,204.23,150.96,95.91,39.77168297503474,126.16333333333334,0.06626636764812277,2,11,0
2025-11-27,152.07,147.39,100.44,144.64,140.37,103.28571428571429,45.17251592769764,126.06033333333333,0.03175249338489716,3,11,0
2025-11-28,87.77,152.07,79.81,101.72,99.2,104.42285714285715,44.57935572821638,123.954,-0.42283159071480236,4,11,0
2025-11-29,78.97,87.77,33.28,65.72,77.13,110.95,34.670425437251296,121.90733333333334,-0.10026204853594622,5,11,1
2025-11-30,93.91,78.97,68.01,69.78,87.69,114.64999999999999,30.449188275989698,121.731,0.18918576674686594,6,11,1
2025-12-01,127.35,93.91,104.21,126.51,132.19,117.95571428571428,30.3828914890946,123.405,0.3560856138856352,0,12,0
2025-12-02,194.35,127.35,138.23,168.91,184.33,125.97285714285714,41.86055968501686,126.96033333333334,0.5261091480172753,1,12,0
2025-12-03,203.26,194.35,147.39,178.06,202.18,133.95428571428573,50.96162734749316,129.32933333333332,0.045845124774890555,2,12,0
2025-12-04,193.56,203.26,152.07,100.44,158.79,139.88142857142856,55.61964533884632,129.637,-0.04772212929253172,3,12,0
2025-12-05,127.73,193.56,87.77,79.81,137.45,145.59,51.25948920281331,127.15533333333333,-0.3401012605910312,4,12,0
2025-12-06,107.95,127.73,78.97,33.28,94.41,149.73,45.868978987256014,125.46066666666665,-0.1548579033899632,5,12,1
2025-12-07,106.63,107.95,93.91,68.01,111.08,151.54714285714286,43.478736072661896,124.43333333333334,-0.012227883279296026,6,12,1
2025-12-08,169.4,106.63,127.35,104.21,141.27,157.5542857142857,42.47160889235021,126.93299999999999,0.588671105692582,0,12,0
2025-12-09,196.55,169.4,194.35,138.23,181.75,157.86857142857144,42.796174061307326,129.782,0.16027154663518295,1,12,0
2025-12-10,223.16,196.55,203.26,147.39,204.23,160.71142857142857,46.78869358743677,132.51166666666666,0.13538539811752726,2,12,0
2025-12-11,166.89,223.16,193.56,152.07,144.64,156.90142857142857,44.70761397814747,132.01633333333334,-0.25215092310449905,3,12,0
2025-12-12,106.81,166.89,127.73,87.77,101.72,153.91285714285712,47.58900878504256,128.76899999999998,-0.35999760321169627,4,12,0
2025-12-13,103.69,106.81,107.95,78.97,65.72,153.3042857142857,48.29672378714139,127.404,-0.029210748057298064,5,12,1
2025-12-14,106.01,103.69,106.63,93.91,69.78,153.21571428571428,48.39705013639532,127.54700000000001,0.022374385186614054,6,12,1
2025-12-15,117.72,106.01,169.4,127.35,126.51,145.83285714285714,49.44713564818013,129.28033333333332,0.11046127723799626,0,12,0
2025-12-16,167.14,117.72,196.55,194.35,168.91,141.6314285714286,45.51248379238804,132.52566666666667,0.41980971797485545,1,12,0
2025-12-17,158.57,167.14,223.16,203.26,178.06,132.4042857142857,30.20028468803068,133.59433333333334,-0.05127438075864543,2,12,0
2025-12-18,145.52,158.57,166.89,193.56,100.44,129.35142857142858,27.048909669073918,132.81466666666668,-0.08229803872106944,3,12,0
2025-12-19,79.39,145.52,106.81,127.73,79.81,125.4342857142857,32.327700638483954,129.52566666666667,-0.45443925233644866,4,12,0
2025-12-20,68.82,79.39,103.69,107.95,33.28,120.45285714285714,38.36044478117443,128.47166666666666,-0.1331401939790906,5,12,1
2025-12-21,69.78,68.82,106.01,106.63,68.01,115.27714285714285,42.818937677265346,128.13733333333334,0.01394943330427223,6,12,1
2025-12-22,120.99,69.78,117.72,169.4,104.21,115.74428571428572,42.867839871377996,131.061,0.733877901977644,0,12,0
2025-12-23,141.77,120.99,167.14,196.55,138.23,112.11999999999999,38.66475656201668,133.51966666666667,0.17174973138275895,1,12,0
2025-12-24,149.74,141.77,158.57,223.16,147.39,110.85857142857142,37.00518856798858,135.03733333333335,0.056217817591874164,2,12,0
2025-12-25,135.72,149.74,145.52,166.89,152.07,109.45857142857143,35.635328644746075,134.95366666666666,-0.09362895685855488,3,12,0
2025-12-26,82.12,135.72,79.39,106.81,87.77,109.84857142857143,35.264414749419274,132.778,-0.39493073975832593,4,12,0
2025-12-27,79.41,82.12,68.82,103.69,78.97,111.36142857142856,33.38816029102321,130.35600000000002,-0.03300048709206049,5,12,1
2025-12-28,67.55,79.41,69.78,106.01,93.91,111.04285714285716,33.85835973300443,129.682,-0.14935146706963853,6,12,1
2025-12-29,117.55,67.55,120.99,117.72,127.35,110.55142857142857,33.714581132684906,130.968,0.7401924500370096,0,12,0
2025-12-30,184.14,117.55,141.77,167.14,194.35,116.60428571428572,42.825726246865194,133.97566666666665,0.566482347937048,1,12,0
2025-12-31,191.86,184.14,149.74,158.57,203.26,122.62142857142858,50.524353675091405,136.126,0.04192462256978402,2,12,0
2026-01-01,161.75,191.86,135.72,145.52,193.56,126.34,52.56573662250605,135.03933333333333,-0.15693735015115196,3,1,0
2026-01-02,129.52,161.75,82.12,79.39,127.73,133.11142857142858,48.8410317351342,132.58133333333333,-0.19925811437403396,4,1,0
2026-01-03,88.08,129.52,79.41,68.82,107.95,134.35,47.339071248458936,129.06533333333334,-0.3199505867819642,5,1,1
2026-01-04,120.3,88.08,67.55,69.78,106.63,141.88571428571427,38.26133725539962,128.81766666666667,0.36580381471389645,6,1,1
2026-01-05,154.51,120.3,117.55,120.99,169.4,147.1657142857143,36.86818043477911,130.36966666666666,0.2843724023275145,0,1,0
2026-01-06,216.36,154.51,184.14,141.77,196.55,151.76857142857145,43.64253217087334,134.02733333333333,0.40029771535822944,1,1,0
2026-01-07,231.19,216.36,191.86,149.74,223.16,157.38714285714286,51.4902675963415,136.08700000000002,0.06854316879275268,2,1,0
2026-01-08,196.58,231.19,161.75,135.72,166.89,162.36285714285714,53.62093394508207,136.088,-0.14970370690773815,3,1,0
2026-01-09,143.34,196.58,129.52,82.12,106.81,164.33714285714288,52.45181684628463,133.42733333333334,-0.27083121375521424,4,1,0
2026-01-10,132.62,143.34,88.08,79.41,103.69,170.70000000000002,43.61685874368605,132.285,-0.07478721919910702,5,1,1
2026-01-11,119.62,132.62,120.3,67.55,106.01,170.60285714285715,43.74837624197633,132.71200000000002,-0.0980244307042678,6,1,1
2026-01-12,149.16,119.62,154.51,117.55,117.72,169.8385714285714,44.12151721045387,134.22766666666666,0.2469486707908375,0,1,0
2026-01-13,194.4,149.16,216.36,184.14,167.14,166.70142857142858,40.92753450859674,137.174,0.3032984714400644,1,1,0
2026-01-14,190.27,194.4,231.19,191.86,158.57,160.8557142857143,32.16590734361605,139.59233333333336,-0.021244855967078147,2,1,0
2026-01-15,167.59,190.27,196.58,161.75,145.52,156.71428571428572,28.45153648876326,139.60733333333334,-0.1191990329531718,3,1,0
2026-01-16,119.07,167.59,143.34,129.52,79.39,153.24714285714285,31.651784422728156,138.29066666666668,-0.28951608091174896,4,1,0
2026-01-17,85.51,119.07,132.62,88.08,68.82,146.5171428571429,40.531477361957315,136.29033333333334,-0.28185101200974205,5,1,1
2026-01-18,89.24,85.51,119.62,120.3,69.78,142.17714285714285,45.24409637889633,136.61866666666668,0.04362062916617937,6,1,1
2026-01-19,135.86,89.24,149.16,154.51,120.99,140.27714285714285,45.181201000078865,138.85333333333335,0.5224114746750339,0,1,0
2026-01-20,149.92,135.86,194.4,216.36,141.77,133.92285714285714,39.006640338232096,141.52466666666666,0.10348888561754732,1,1,0
2026-01-21,170.28,149.92,190.27,231.19,149.74,131.06714285714287,34.68636509940943,143.16766666666666,0.13580576307363934,2,1,0
2026-01-22,126.6,170.28,167.59,196.58,135.72,125.21142857142857,30.726953655583678,142.66199999999998,-0.2565186751233264,3,1,0
2026-01-23,77.67,126.6,119.07,143.34,82.12,119.29714285714286,35.689617871441705,140.25966666666667,-0.38649289099526063,4,1,0
2026-01-24,71.21,77.67,85.51,132.62,79.41,117.25428571428571,38.26243233997855,138.10933333333332,-0.0831723960345051,5,1,1
2026-01-25,88.25,71.21,89.24,119.62,67.55,117.11285714285714,38.38487276444805,138.31366666666665,0.2392922342367647,6,1,1
2026-01-26,139.48,88.25,135.86,149.16,117.55,117.63,38.702610592396404,140.31599999999997,0.5805099150141642,0,1,0
2026-01-27,156.26,139.48,149.92,194.4,184.14,118.53571428571429,39.64686404460554,143.273,0.1203039862345856,1,1,0
2026-01-28,160.8,156.26,170.28,190.27,191.86,117.18142857142857,37.69881316813199,144.7146666666667,0.02905414053500599,2,1,0
2026-01-29,169.15,160.8,126.6,167.59,161.75,123.26,42.58439228950759,144.215,0.05192786069651745,3,1,0
2026-01-30,119.3,169.15,77.67,119.07,129.52,129.20714285714286,37.79381947456747,141.79633333333334,-0.29470883830919303,4,1,0
2026-01-31,104.95,119.3,71.21,85.51,88.08,134.02714285714288,30.63862035312395,139.903,-0.12028499580888508,5,1,1
2026-02-01,118.32,104.95,88.25,89.24,120.3,138.32285714285715,24.679092848188873,139.52966666666669,0.1273939971414959,6,2,1
2026-02-02,163.69,118.32,139.48,135.86,154.51,141.78142857142856,26.49769387989045,142.05,0.38345165652467883,0,2,0
2026-02-03,183.9,163.69,156.26,149.92,216.36,145.73,30.73535748938024,144.17,0.12346508644388798,1,2,0
2026-02-04,224.18,183.9,160.8,170.28,231.19,154.78428571428572,42.859091162063805,146.4923333333333,0.21903208265361607,2,2,0
2026-02-05,191.0,224.18,169.15,126.6,196.58,157.90571428571428,44.83007021228157,145.647,-0.14800606655366222,3,2,0
2026-02-06,160.84,191.0,119.3,77.67,143.34,163.84,41.49319181102685,143.30200000000002,-0.15790575916230365,4,2,0
2026-02-07,132.68,160.84,104.95,71.21,132.62,167.8014285714286,35.8775066155994,141.17200000000003,-0.1750808256652574,5,2,1
2026-02-08,160.21,132.68,118.32,88.25,119.62,173.78571428571428,29.102431660798125,141.73433333333332,0.20749170937594208,6,2,1
2026-02-09,173.12,160.21,163.69,139.48,149.16,175.13285714285715,28.77361448404053,143.08433333333332,0.08058173647088185,0,2,0
2026-02-10,205.11,173.12,183.9,156.26,194.4,178.16285714285712,30.889656690811353,145.93400000000003,0.1847851201478743,1,2,0
2026-02-11,221.18,205.11,224.18,160.8,190.27,177.73428571428573,30.156913998364594,148.33466666666666,0.07834820340305204,2,2,0
